"","sampleCode","sampleCode.y","speciesCode","Plot.x","binomial","family","genus","plot_Binomial","Plot.y","Binomial","Abundance"
"PP_Tocoaq_29_Calyptranthes concinna","MDP0640","MDP0640.mzXML","cal7con","PP_Tocoaq_29","Calyptranthes concinna","Myrtaceae","Calyptranthes","PP_Tocoaq_29_Calyptranthes concinna",NA,NA,NA
"PP_Tocoaq_29_Nectandra laurel","MDP0682","MDP0682.mzXML","neclau","PP_Tocoaq_29","Nectandra laurel","Lauraceae","Nectandra","PP_Tocoaq_29_Nectandra laurel",NA,NA,NA
"PP_Tocoaq_29_Prunus AF-8816A","MDP0697","MDP0697.mzXML","pru2AF8816A","PP_Tocoaq_29","Prunus AF-8816A","Rosaceae","Prunus","PP_Tocoaq_29_Prunus AF-8816A",NA,NA,NA
"PP_Tocoaq_29_Siphoneugena AF-19267","MDP0701","MDP0701.mzXML","sip3AF19267","PP_Tocoaq_29","Siphoneugena AF-19267","Myrtaceae","Siphoneugena","PP_Tocoaq_29_Siphoneugena AF-19267",NA,NA,NA
"PP_Tocoaq_29_Clusia sphaerocarpa","MDP0647","MDP0647.mzXML","clusph","PP_Tocoaq_29","Clusia sphaerocarpa","Clusiaceae","Clusia","PP_Tocoaq_29_Clusia sphaerocarpa",NA,NA,NA
"PP_Tocoaq_29_Ocotea micrantha","MDP0687","MDP0687.mzXML","ocomic","PP_Tocoaq_29","Ocotea micrantha","Lauraceae","Ocotea","PP_Tocoaq_29_Ocotea micrantha",NA,NA,NA
"PP_Tocoaq_29_Clusia lechleri","MDP0646","MDP0646.mzXML","clulec","PP_Tocoaq_29","Clusia lechleri","Clusiaceae","Clusia","PP_Tocoaq_29_Clusia lechleri",NA,NA,NA
"PP_Tocoaq_29_Faramea candelabrum","MDP0653","MDP0653.mzXML","farcan","PP_Tocoaq_29","Faramea candelabrum","Rubiaceae","Faramea","PP_Tocoaq_29_Faramea candelabrum",NA,NA,NA
"PP_Tocoaq_29_Clusia AF-14913","MDP0645","MDP0645.mzXML","cluAF14913","PP_Tocoaq_29","Clusia AF-14913","Clusiaceae","Clusia","PP_Tocoaq_29_Clusia AF-14913",NA,NA,NA
"PP_Tocoaq_29_Miconia brittonii","MDP0673","MDP0673.mzXML","mic1bri","PP_Tocoaq_29","Miconia brittonii","Melastomataceae","Miconia","PP_Tocoaq_29_Miconia brittonii",NA,NA,NA
"PP_Tocoaq_29_Beilschmiedia tovarensis","MDP0638","MDP0638.mzXML","beitov","PP_Tocoaq_29","Beilschmiedia tovarensis","Lauraceae","Beilschmiedia","PP_Tocoaq_29_Beilschmiedia tovarensis",NA,NA,NA
"PP_Tocoaq_29_Inga AM-3592A","MDP0662","MDP0662.mzXML","ingAM3592A","PP_Tocoaq_29","Inga AM-3592A","Fabaceae","Inga","PP_Tocoaq_29_Inga AM-3592A",NA,NA,NA
"PP_Tocoaq_29_Licaria pucheri","MDP0665","MDP0665.mzXML","lic2puc","PP_Tocoaq_29","Licaria pucheri","Lauraceae","Licaria","PP_Tocoaq_29_Licaria pucheri",NA,NA,NA
"PP_Tocoaq_29_Daphnopsis AM-3907","MDP0650","MDP0650.mzXML","dapAM3907","PP_Tocoaq_29","Daphnopsis AM-3907","Thymelaeaceae","Daphnopsis","PP_Tocoaq_29_Daphnopsis AM-3907",NA,NA,NA
"PP_Tocoaq_29_Myrsine coriacea","MDP0679","MDP0679.mzXML","myr8cor","PP_Tocoaq_29","Myrsine coriacea","Primulaceae","Myrsine","PP_Tocoaq_29_Myrsine coriacea",NA,NA,NA
"PP_Tocoaq_29_Miconia AM-3656","MDP0671","MDP0671.mzXML","mic1AM3656","PP_Tocoaq_29","Miconia AM-3656","Melastomataceae","Miconia","PP_Tocoaq_29_Miconia AM-3656",NA,NA,NA
"PP_Tocoaq_29_Podocarpus ingensis","MDP0693","MDP0693.mzXML","poding","PP_Tocoaq_29","Podocarpus ingensis","Podocarpaceae","Podocarpus","PP_Tocoaq_29_Podocarpus ingensis",NA,NA,NA
"PP_Tocoaq_29_Meliosma AM-3490","MDP0666","MDP0666.mzXML","melAM3490","PP_Tocoaq_29","Meliosma AM-3490","Sabiaceae","Meliosma","PP_Tocoaq_29_Meliosma AM-3490",NA,NA,NA
"PP_Tocoaq_29_Clethra revoluta","MDP0644","MDP0644.mzXML","cle3rev","PP_Tocoaq_29","Clethra revoluta","Clethraceae","Clethra","PP_Tocoaq_29_Clethra revoluta",NA,NA,NA
"PP_Tocoaq_29_Pouteria AF-15574","MDP0695","MDP0695.mzXML","pou3AF15574","PP_Tocoaq_29","Pouteria AF-15574","Sapotaceae","Pouteria","PP_Tocoaq_29_Pouteria AF-15574",NA,NA,NA
"PP_Tocoaq_29_Protium AF-4603","MDP0696","MDP0696.mzXML","pro2AF4603","PP_Tocoaq_29","Protium AF-4603","Burseraceae","Protium","PP_Tocoaq_29_Protium AF-4603",NA,NA,NA
"PP_Tocoaq_29_Ocotea AF-12244","MDP0683","MDP0683.mzXML","ocoAF12244","PP_Tocoaq_29","Ocotea AF-12244","Lauraceae","Ocotea","PP_Tocoaq_29_Ocotea AF-12244",NA,NA,NA
"PP_Tocoaq_29_Ilex AM-3498","MDP0661","MDP0661.mzXML","ileAM3498","PP_Tocoaq_29","Ilex AM-3498","Aquifoliaceae","Ilex","PP_Tocoaq_29_Ilex AM-3498",NA,NA,NA
"PP_Tocoaq_29_Persea AF-12172","MDP0689","MDP0689.mzXML","per6AF12172","PP_Tocoaq_29","Persea AF-12172","Lauraceae","Persea","PP_Tocoaq_29_Persea AF-12172",NA,NA,NA
"PP_Tocoaq_29_Nectandra AF-7278","MDP0681","MDP0681.mzXML","necAF7278","PP_Tocoaq_29","Nectandra AF-7278","Lauraceae","Nectandra","PP_Tocoaq_29_Nectandra AF-7278",NA,NA,NA
"PP_Tocoaq_29_Podocarpus oleifolius","MDP0694","MDP0694.mzXML","podole","PP_Tocoaq_29","Podocarpus oleifolius","Podocarpaceae","Podocarpus","PP_Tocoaq_29_Podocarpus oleifolius",NA,NA,NA
"PP_Tocoaq_29_Axinaea JGM-31","MDP0637","MDP0637.mzXML","axiJGM31","PP_Tocoaq_29","Axinaea JGM-31","Melastomataceae","Axinaea","PP_Tocoaq_29_Axinaea JGM-31",NA,NA,NA
"PP_Tocoaq_29_Geissanthus ambigua","MDP0655","MDP0655.mzXML","geiamb","PP_Tocoaq_29","Geissanthus ambigua","Primulaceae","Geissanthus","PP_Tocoaq_29_Geissanthus ambigua",NA,NA,NA
"PP_Tocoaq_29_Symplocos debilis","MDP0702","MDP0702.mzXML","sym2deb","PP_Tocoaq_29","Symplocos debilis","Symplocaceae","Symplocos","PP_Tocoaq_29_Symplocos debilis",NA,NA,NA
"PP_Tocoaq_29_Clusia trochiformis","MDP0648","MDP0648.mzXML","clutro","PP_Tocoaq_29","Clusia trochiformis","Clusiaceae","Clusia","PP_Tocoaq_29_Clusia trochiformis",NA,NA,NA
"PP_Tocoaq_29_Myrcia fallax","MDP0678","MDP0678.mzXML","myr2fal","PP_Tocoaq_29","Myrcia fallax","Myrtaceae","Myrcia","PP_Tocoaq_29_Myrcia fallax",NA,NA,NA
"PP_Tocoaq_29_Cupania CMG-2731","MDP0649","MDP0649.mzXML","cupCMG2731","PP_Tocoaq_29","Cupania CMG-2731","Sapindaceae","Cupania","PP_Tocoaq_29_Cupania CMG-2731",NA,NA,NA
"PP_Tocoaq_29_Calyptranthes AM-3616","MDP0639","MDP0639.mzXML","cal7AM3616","PP_Tocoaq_29","Calyptranthes AM-3616","Myrtaceae","Calyptranthes","PP_Tocoaq_29_Calyptranthes AM-3616",NA,NA,NA
"PP_Tocoaq_29_Miconia AF-17614A","MDP0669","MDP0669.mzXML","mic1AF17614A","PP_Tocoaq_29","Miconia AF-17614A","Melastomataceae","Miconia","PP_Tocoaq_29_Miconia AF-17614A",NA,NA,NA
"PP_Tocoaq_29_Hieronyma fendleri","MDP0660","MDP0660.mzXML","hiefen","PP_Tocoaq_29","Hieronyma fendleri","Phyllanthaceae","Hieronyma","PP_Tocoaq_29_Hieronyma fendleri",NA,NA,NA
"PP_Tocoaq_29_Freziera dudleyi","MDP0654","MDP0654.mzXML","fredud","PP_Tocoaq_29","Freziera dudleyi","Pentaphylacaceae","Freziera","PP_Tocoaq_29_Freziera dudleyi",NA,NA,NA
"PP_Tocoaq_29_Miconia elongata","MDP0674","MDP0674.mzXML","mic1elo","PP_Tocoaq_29","Miconia elongata","Melastomataceae","Miconia","PP_Tocoaq_29_Miconia elongata",NA,NA,NA
"PP_Tocoaq_29_Weinmannia reticulata","MDP0705","MDP0705.mzXML","weiret","PP_Tocoaq_29","Weinmannia reticulata","Cunoniaceae","Weinmannia","PP_Tocoaq_29_Weinmannia reticulata",NA,NA,NA
"PP_Tocoaq_29_Ocotea AM-3556","MDP0685","MDP0685.mzXML","ocoAM3556","PP_Tocoaq_29","Ocotea AM-3556","Lauraceae","Ocotea","PP_Tocoaq_29_Ocotea AM-3556",NA,NA,NA
"PP_Tocoaq_29_Weinmannia lechleriana","MDP0703","MDP0703.mzXML","weilec","PP_Tocoaq_29","Weinmannia lechleriana","Cunoniaceae","Weinmannia","PP_Tocoaq_29_Weinmannia lechleriana",NA,NA,NA
"PP_Tocoaq_29_Ocotea comata","MDP0686","MDP0686.mzXML","ococom","PP_Tocoaq_29","Ocotea comata","Lauraceae","Ocotea","PP_Tocoaq_29_Ocotea comata",NA,NA,NA
"PP_Tocoaq_29_Persea AM-3535","MDP0691","MDP0691.mzXML","per6AM3535","PP_Tocoaq_29","Persea AM-3535","Lauraceae","Persea","PP_Tocoaq_29_Persea AM-3535",NA,NA,NA
"PP_Tocoaq_29_Gordonia fruticosa","MDP0656","MDP0656.mzXML","gorfru","PP_Tocoaq_29","Gordonia fruticosa","Theaceae","Gordonia","PP_Tocoaq_29_Gordonia fruticosa",NA,NA,NA
"PP_Tocoaq_29_Weinmannia ovata","MDP0704","MDP0704.mzXML","weiova","PP_Tocoaq_29","Weinmannia ovata","Cunoniaceae","Weinmannia","PP_Tocoaq_29_Weinmannia ovata",NA,NA,NA
"PP_Tocoaq_29_Hedyosmum racemosum","MDP0659","MDP0659.mzXML","hedrac","PP_Tocoaq_29","Hedyosmum racemosum","Chloranthaceae","Hedyosmum","PP_Tocoaq_29_Hedyosmum racemosum",NA,NA,NA
"PP_Tocoaq_29_Miconia AF-13043","MDP0668","MDP0668.mzXML","mic1AF13043","PP_Tocoaq_29","Miconia AF-13043","Melastomataceae","Miconia","PP_Tocoaq_29_Miconia AF-13043",NA,NA,NA
"PP_Tocoaq_29_Myrsine pellucida","MDP0680","MDP0680.mzXML","myr8pel","PP_Tocoaq_29","Myrsine pellucida","Primulaceae","Myrsine","PP_Tocoaq_29_Myrsine pellucida",NA,NA,NA
"PP_Tocoaq_29_Endlicheria AM-3310","MDP0652","MDP0652.mzXML","endAM3310","PP_Tocoaq_29","Endlicheria AM-3310","Lauraceae","Endlicheria","PP_Tocoaq_29_Endlicheria AM-3310",NA,NA,NA
"PP_Tocoaq_29_Cinchona calisaya","MDP0642","MDP0642.mzXML","cin1cal","PP_Tocoaq_29","Cinchona calisaya","Rubiaceae","Cinchona","PP_Tocoaq_29_Cinchona calisaya",NA,NA,NA
"PP_Tocoaq_29_Elaeagia mariae","MDP0651","MDP0651.mzXML","elamar","PP_Tocoaq_29","Elaeagia mariae","Rubiaceae","Elaeagia","PP_Tocoaq_29_Elaeagia mariae",NA,NA,NA
"PP_Tocoaq_29_Clethra peruviana","MDP0643","MDP0643.mzXML","cle3per","PP_Tocoaq_29","Clethra peruviana","Clethraceae","Clethra","PP_Tocoaq_29_Clethra peruviana",NA,NA,NA
"PP_Tocoaq_29_Persea AF-12248","MDP0690","MDP0690.mzXML","per6AF12248","PP_Tocoaq_29","Persea AF-12248","Lauraceae","Persea","PP_Tocoaq_29_Persea AF-12248",NA,NA,NA
"PP_Tocoaq_29_Miconia bangii","MDP0672","MDP0672.mzXML","mic1ban","PP_Tocoaq_29","Miconia bangii","Melastomataceae","Miconia","PP_Tocoaq_29_Miconia bangii",NA,NA,NA
"PP_Tocoaq_29_Miconia AF-7149","MDP0670","MDP0670.mzXML","mic1AF7149","PP_Tocoaq_29","Miconia AF-7149","Melastomataceae","Miconia","PP_Tocoaq_29_Miconia AF-7149",NA,NA,NA
"PP_Tocoaq_29_Hedyosmum lechleri","MDP0658","MDP0658.mzXML","hedlec","PP_Tocoaq_29","Hedyosmum lechleri","Chloranthaceae","Hedyosmum","PP_Tocoaq_29_Hedyosmum lechleri",NA,NA,NA
"PP_Tocoaq_29_Miconia incachacana","MDP0675","MDP0675.mzXML","mic1inc","PP_Tocoaq_29","Miconia incachacana","Melastomataceae","Miconia","PP_Tocoaq_29_Miconia incachacana",NA,NA,NA
"PP_Tocoaq_29_Alchornea grandiflora","MDP0635","MDP0635.mzXML","alcgra","PP_Tocoaq_29","Alchornea grandiflora","Euphorbiaceae","Alchornea","PP_Tocoaq_29_Alchornea grandiflora",NA,NA,NA
"PP_Tocoaq_29_Ladenbergia bullata","MDP0663","MDP0663.mzXML","ladbul","PP_Tocoaq_29","Ladenbergia bullata","Rubiaceae","Ladenbergia","PP_Tocoaq_29_Ladenbergia bullata",NA,NA,NA
"PP_Tocoaq_29_Chalybea AM-3664","MDP0641","MDP0641.mzXML","cha2AM3664","PP_Tocoaq_29","Chalybea AM-3664","Melastomataceae","Chalybea","PP_Tocoaq_29_Chalybea AM-3664",NA,NA,NA
"PP_Tocoaq_29_Sciodaphyllum herzogii","MDP0700","MDP0700.mzXML","sci2her","PP_Tocoaq_29","Sciodaphyllum herzogii","Araliaceae","Sciodaphyllum","PP_Tocoaq_29_Sciodaphyllum herzogii",NA,NA,NA
"PP_Tocoaq_29_Ocotea albida","MDP0684","MDP0684.mzXML","ocoalb1","PP_Tocoaq_29","Ocotea albida","Lauraceae","Ocotea","PP_Tocoaq_29_Ocotea albida",NA,NA,NA
"PP_Tocoaq_29_Ocotea puberula","MDP0688","MDP0688.mzXML","ocopub","PP_Tocoaq_29","Ocotea puberula","Lauraceae","Ocotea","PP_Tocoaq_29_Ocotea puberula",NA,NA,NA
"PP_Tocoaq_29_Mollinedia repanda","MDP0677","MDP0677.mzXML","molrep","PP_Tocoaq_29","Mollinedia repanda","Monimiaceae","Mollinedia","PP_Tocoaq_29_Mollinedia repanda",NA,NA,NA
"PP_Tocoaq_29_Hedyosmum cuatrecazanum","MDP0657","MDP0657.mzXML","hedcua","PP_Tocoaq_29","Hedyosmum cuatrecazanum","Chloranthaceae","Hedyosmum","PP_Tocoaq_29_Hedyosmum cuatrecazanum",NA,NA,NA
"PP_Tocoaq_29_Persea areolatocostae","MDP0692","MDP0692.mzXML","per6are","PP_Tocoaq_29","Persea areolatocostae","Lauraceae","Persea","PP_Tocoaq_29_Persea areolatocostae",NA,NA,NA
"PP_Tocoaq_29_Prunus stipulata","MDP0698","MDP0698.mzXML","pru2sti","PP_Tocoaq_29","Prunus stipulata","Rosaceae","Prunus","PP_Tocoaq_29_Prunus stipulata",NA,NA,NA
"PP_Tocoaq_29_Annona RSS-85","MDP0636","MDP0636.mzXML","annRSS85","PP_Tocoaq_29","Annona RSS-85","Annonaceae","Annona","PP_Tocoaq_29_Annona RSS-85",NA,NA,NA
"PP_Tocoaq_29_Ladenbergia crassifolia","MDP0664","MDP0664.mzXML","ladcra","PP_Tocoaq_29","Ladenbergia crassifolia","Rubiaceae","Ladenbergia","PP_Tocoaq_29_Ladenbergia crassifolia",NA,NA,NA
"PP_Tocoaq_29_Ruagea ovalis","MDP0699","MDP0699.mzXML","ruaova","PP_Tocoaq_29","Ruagea ovalis","Meliaceae","Ruagea","PP_Tocoaq_29_Ruagea ovalis",NA,NA,NA
"PP_Tocoaq_28_Ficus cuatrecasasiana","MDP0485","MDP0485.mzXML","ficcua","PP_Tocoaq_28","Ficus cuatrecasasiana","Moraceae","Ficus","PP_Tocoaq_28_Ficus cuatrecasasiana",NA,NA,NA
"PP_Tocoaq_28_Helicostylis tovarensis","MDP0491","MDP0491.mzXML","hel2tov","PP_Tocoaq_28","Helicostylis tovarensis","Moraceae","Helicostylis","PP_Tocoaq_28_Helicostylis tovarensis",NA,NA,NA
"PP_Tocoaq_30_Meliosma petalodentata","MDP0433","MDP0433.mzXML","melpet","PP_Tocoaq_30","Meliosma petalodentata","Sabiaceae","Meliosma","PP_Tocoaq_30_Meliosma petalodentata",NA,NA,NA
"PP_Tocoaq_28_Hedyosmum cuatrecazanum","MDP0488","MDP0488.mzXML","hedcua","PP_Tocoaq_28","Hedyosmum cuatrecazanum","Chloranthaceae","Hedyosmum","PP_Tocoaq_28_Hedyosmum cuatrecazanum",NA,NA,NA
"PP_Tocoaq_28_Mollinedia ovata","MDP0504","MDP0504.mzXML","molova","PP_Tocoaq_28","Mollinedia ovata","Monimiaceae","Mollinedia","PP_Tocoaq_28_Mollinedia ovata",NA,NA,NA
"PP_Tocoaq_28_Myrcia sintenisii","MDP0506","MDP0506.mzXML","myr2sin","PP_Tocoaq_28","Myrcia sintenisii","Myrtaceae","Myrcia","PP_Tocoaq_28_Myrcia sintenisii",NA,NA,NA
"PP_Tocoaq_28_Meliosma AM-3490","MDP0497","MDP0497.mzXML","melAM3490","PP_Tocoaq_28","Meliosma AM-3490","Sabiaceae","Meliosma","PP_Tocoaq_28_Meliosma AM-3490",NA,NA,NA
"PP_Tocoaq_28_Matayba boliviana","MDP0496","MDP0496.mzXML","mat1bol","PP_Tocoaq_28","Matayba boliviana","Sapindaceae","Matayba","PP_Tocoaq_28_Matayba boliviana",NA,NA,NA
"PP_Tocoaq_28_Cupania CMG-2731","MDP0478","MDP0478.mzXML","cupCMG2731","PP_Tocoaq_28","Cupania CMG-2731","Sapindaceae","Cupania","PP_Tocoaq_28_Cupania CMG-2731",NA,NA,NA
"PP_Tocoaq_28_Ocotea FZR-18951","MDP0513","MDP0513.mzXML","ocoFZR18951","PP_Tocoaq_28","Ocotea FZR-18951","Lauraceae","Ocotea","PP_Tocoaq_28_Ocotea FZR-18951",NA,NA,NA
"PP_Tocoaq_28_Alchornea glandulosa","MDP0461","MDP0461.mzXML","alcgla","PP_Tocoaq_28","Alchornea glandulosa","Euphorbiaceae","Alchornea","PP_Tocoaq_28_Alchornea glandulosa",NA,NA,NA
"PP_Tocoaq_28_Inga fendleriana","MDP0494","MDP0494.mzXML","ingfen","PP_Tocoaq_28","Inga fendleriana","Fabaceae","Inga","PP_Tocoaq_28_Inga fendleriana",NA,NA,NA
"PP_Tocoaq_28_Oreopanax steinbachianus","MDP0515","MDP0515.mzXML","oreste","PP_Tocoaq_28","Oreopanax steinbachianus","Araliaceae","Oreopanax","PP_Tocoaq_28_Oreopanax steinbachianus",NA,NA,NA
"PP_Tocoaq_28_Nectandra acutifolia","MDP0509","MDP0509.mzXML","necacu","PP_Tocoaq_28","Nectandra acutifolia","Lauraceae","Nectandra","PP_Tocoaq_28_Nectandra acutifolia",NA,NA,NA
"PP_Tocoaq_28_Euplassa AF-9600","MDP0482","MDP0482.mzXML","eupAF9600","PP_Tocoaq_28","Euplassa AF-9600","Proteaceae","Euplassa","PP_Tocoaq_28_Euplassa AF-9600",NA,NA,NA
"PP_Tocoaq_30_Gordonia fruticosa","MDP0428","MDP0428.mzXML","gorfru","PP_Tocoaq_30","Gordonia fruticosa","Theaceae","Gordonia","PP_Tocoaq_30_Gordonia fruticosa",NA,NA,NA
"PP_Tocoaq_30_Myrsine coriacea","MDP0444","MDP0444.mzXML","myr8cor","PP_Tocoaq_30","Myrsine coriacea","Primulaceae","Myrsine","PP_Tocoaq_30_Myrsine coriacea",NA,NA,NA
"PP_Tocoaq_28_Miconia AF-7149","MDP0500","MDP0500.mzXML","mic1AF7149","PP_Tocoaq_28","Miconia AF-7149","Melastomataceae","Miconia","PP_Tocoaq_28_Miconia AF-7149",NA,NA,NA
"PP_Tocoaq_30_Weinmannia reticulata","MDP0460","MDP0460.mzXML","weiret","PP_Tocoaq_30","Weinmannia reticulata","Cunoniaceae","Weinmannia","PP_Tocoaq_30_Weinmannia reticulata",NA,NA,NA
"PP_Tocoaq_28_Podocarpus oleifolius","MDP0520","MDP0520.mzXML","podole","PP_Tocoaq_28","Podocarpus oleifolius","Podocarpaceae","Podocarpus","PP_Tocoaq_28_Podocarpus oleifolius",NA,NA,NA
"PP_Tocoaq_28_Piper bolivianum","MDP0518","MDP0518.mzXML","pip1bol","PP_Tocoaq_28","Piper bolivianum","Piperaceae","Piper","PP_Tocoaq_28_Piper bolivianum",NA,NA,NA
"PP_Tocoaq_28_Miconia AF-17614A","MDP0499","MDP0499.mzXML","mic1AF17614A","PP_Tocoaq_28","Miconia AF-17614A","Melastomataceae","Miconia","PP_Tocoaq_28_Miconia AF-17614A",NA,NA,NA
"PP_Tocoaq_28_Alchornea latifolia","MDP0463","MDP0463.mzXML","alclat","PP_Tocoaq_28","Alchornea latifolia","Euphorbiaceae","Alchornea","PP_Tocoaq_28_Alchornea latifolia",NA,NA,NA
"PP_Tocoaq_28_Mollinedia repanda","MDP0505","MDP0505.mzXML","molrep","PP_Tocoaq_28","Mollinedia repanda","Monimiaceae","Mollinedia","PP_Tocoaq_28_Mollinedia repanda",NA,NA,NA
"PP_Tocoaq_28_Beilschmiedia tovarensis","MDP0466","MDP0466.mzXML","beitov","PP_Tocoaq_28","Beilschmiedia tovarensis","Lauraceae","Beilschmiedia","PP_Tocoaq_28_Beilschmiedia tovarensis",NA,NA,NA
"PP_Tocoaq_28_Endlicheria AM-3310","MDP0481","MDP0481.mzXML","endAM3310","PP_Tocoaq_28","Endlicheria AM-3310","Lauraceae","Endlicheria","PP_Tocoaq_28_Endlicheria AM-3310",NA,NA,NA
"PP_Tocoaq_28_Protium AF-4603","MDP0521","MDP0521.mzXML","pro2AF4603","PP_Tocoaq_28","Protium AF-4603","Burseraceae","Protium","PP_Tocoaq_28_Protium AF-4603",NA,NA,NA
"PP_Tocoaq_28_Weinmannia lechleriana","MDP0526","MDP0526.mzXML","weilec","PP_Tocoaq_28","Weinmannia lechleriana","Cunoniaceae","Weinmannia","PP_Tocoaq_28_Weinmannia lechleriana",NA,NA,NA
"PP_Tocoaq_30_Miconia quadrialata","MDP0440","MDP0440.mzXML","mic1qua","PP_Tocoaq_30","Miconia quadrialata","Melastomataceae","Miconia","PP_Tocoaq_30_Miconia quadrialata",NA,NA,NA
"PP_Tocoaq_28_Ruagea AM-3480","MDP0522","MDP0522.mzXML","ruaAM3480","PP_Tocoaq_28","Ruagea AM-3480","Meliaceae","Ruagea","PP_Tocoaq_28_Ruagea AM-3480",NA,NA,NA
"PP_Tocoaq_28_Ocotea AM-3556","MDP0511","MDP0511.mzXML","ocoAM3556","PP_Tocoaq_28","Ocotea AM-3556","Lauraceae","Ocotea","PP_Tocoaq_28_Ocotea AM-3556",NA,NA,NA
"PP_Tocoaq_28_Clusia trochiformis","MDP0477","MDP0477.mzXML","clutro","PP_Tocoaq_28","Clusia trochiformis","Clusiaceae","Clusia","PP_Tocoaq_28_Clusia trochiformis",NA,NA,NA
"PP_Tocoaq_28_Styrax pentlandianus","MDP0524","MDP0524.mzXML","sty3pen","PP_Tocoaq_28","Styrax pentlandianus","Styracaceae","Styrax","PP_Tocoaq_28_Styrax pentlandianus",NA,NA,NA
"PP_Tocoaq_28_Helicostylis tomentosa","MDP0490","MDP0490.mzXML","hel2tom","PP_Tocoaq_28","Helicostylis tomentosa","Moraceae","Helicostylis","PP_Tocoaq_28_Helicostylis tomentosa",NA,NA,NA
"PP_Tocoaq_30_Podocarpus oleifolius","MDP0453","MDP0453.mzXML","podole","PP_Tocoaq_30","Podocarpus oleifolius","Podocarpaceae","Podocarpus","PP_Tocoaq_30_Podocarpus oleifolius",NA,NA,NA
"PP_Tocoaq_28_Faramea candelabrum","MDP0483","MDP0483.mzXML","farcan","PP_Tocoaq_28","Faramea candelabrum","Rubiaceae","Faramea","PP_Tocoaq_28_Faramea candelabrum",NA,NA,NA
"PP_Tocoaq_28_Ficus americana","MDP0484","MDP0484.mzXML","ficame","PP_Tocoaq_28","Ficus americana","Moraceae","Ficus","PP_Tocoaq_28_Ficus americana",NA,NA,NA
"PP_Tocoaq_28_Symplocos debilis","MDP0525","MDP0525.mzXML","sym2deb","PP_Tocoaq_28","Symplocos debilis","Symplocaceae","Symplocos","PP_Tocoaq_28_Symplocos debilis",NA,NA,NA
"PP_Tocoaq_30_Miconia brittonii","MDP0438","MDP0438.mzXML","mic1bri","PP_Tocoaq_30","Miconia brittonii","Melastomataceae","Miconia","PP_Tocoaq_30_Miconia brittonii",NA,NA,NA
"PP_Tocoaq_28_Clusia AF-14913","MDP0475","MDP0475.mzXML","cluAF14913","PP_Tocoaq_28","Clusia AF-14913","Clusiaceae","Clusia","PP_Tocoaq_28_Clusia AF-14913",NA,NA,NA
"PP_Tocoaq_30_Faramea bangii","MDP0424","MDP0424.mzXML","farban","PP_Tocoaq_30","Faramea bangii","Rubiaceae","Faramea","PP_Tocoaq_30_Faramea bangii",NA,NA,NA
"PP_Tocoaq_28_Cinnamomum AM-3551","MDP0472","MDP0472.mzXML","cin2AM3551","PP_Tocoaq_28","Cinnamomum AM-3551","Lauraceae","Cinnamomum","PP_Tocoaq_28_Cinnamomum AM-3551",NA,NA,NA
"PP_Tocoaq_28_Gordonia fruticosa","MDP0486","MDP0486.mzXML","gorfru","PP_Tocoaq_28","Gordonia fruticosa","Theaceae","Gordonia","PP_Tocoaq_28_Gordonia fruticosa",NA,NA,NA
"PP_Tocoaq_28_Miconia brittonii","MDP0502","MDP0502.mzXML","mic1bri","PP_Tocoaq_28","Miconia brittonii","Melastomataceae","Miconia","PP_Tocoaq_28_Miconia brittonii",NA,NA,NA
"PP_Tocoaq_30_Persea AF-15646","MDP0451","MDP0451.mzXML","per6AF15646","PP_Tocoaq_30","Persea AF-15646","Lauraceae","Persea","PP_Tocoaq_30_Persea AF-15646",NA,NA,NA
"PP_Tocoaq_30_Siphoneugena AF-19267","MDP0457","MDP0457.mzXML","sip3AF19267","PP_Tocoaq_30","Siphoneugena AF-19267","Myrtaceae","Siphoneugena","PP_Tocoaq_30_Siphoneugena AF-19267",NA,NA,NA
"PP_Tocoaq_28_Cecropia tacuna","MDP0469","MDP0469.mzXML","cectac","PP_Tocoaq_28","Cecropia tacuna","Urticaceae","Cecropia","PP_Tocoaq_28_Cecropia tacuna",NA,NA,NA
"PP_Tocoaq_28_Myrsine coriacea","MDP0507","MDP0507.mzXML","myr8cor","PP_Tocoaq_28","Myrsine coriacea","Primulaceae","Myrsine","PP_Tocoaq_28_Myrsine coriacea",NA,NA,NA
"PP_Tocoaq_28_Clethra revoluta","MDP0474","MDP0474.mzXML","cle3rev","PP_Tocoaq_28","Clethra revoluta","Clethraceae","Clethra","PP_Tocoaq_28_Clethra revoluta",NA,NA,NA
"PP_Tocoaq_28_Blakea multiflora","MDP0467","MDP0467.mzXML","blamul","PP_Tocoaq_28","Blakea multiflora","Melastomataceae","Blakea","PP_Tocoaq_28_Blakea multiflora",NA,NA,NA
"PP_Tocoaq_30_Inga AM-3592A","MDP0432","MDP0432.mzXML","ingAM3592A","PP_Tocoaq_30","Inga AM-3592A","Fabaceae","Inga","PP_Tocoaq_30_Inga AM-3592A",NA,NA,NA
"PP_Tocoaq_30_Miconia AF-17614A","MDP0434","MDP0434.mzXML","mic1AF17614A","PP_Tocoaq_30","Miconia AF-17614A","Melastomataceae","Miconia","PP_Tocoaq_30_Miconia AF-17614A",NA,NA,NA
"PP_Tocoaq_30_Alchornea brittonii","MDP0413","MDP0413.mzXML","alcbri","PP_Tocoaq_30","Alchornea brittonii","Euphorbiaceae","Alchornea","PP_Tocoaq_30_Alchornea brittonii",NA,NA,NA
